127.0.0.1 - - [25/Aug/2019:18:20:36 +0000] "POST /wp-cron.php?doing_wp_cron=1566757236.1405060291290283203125 HTTP/1.0" 200 0 "http://braunstone-college.local/wp-cron.php?doing_wp_cron=1566757236.1405060291290283203125" "WordPress/5.2.2; http://braunstone-college.local"
127.0.0.1 - - [25/Aug/2019:18:20:36 +0000] "GET /2019/08/25/hello-world/ HTTP/1.0" 200 18248 "http://braunstone-college.local/2019/08/25/hello-world/" "WordPress/5.2.2; http://braunstone-college.local"
127.0.0.1 - - [25/Aug/2019:18:23:17 +0000] "GET / HTTP/1.0" 200 11105 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:23:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:29:14 +0000] "GET /experiment.php HTTP/1.0" 404 9026 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:29:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:29:52 +0000] "GET /experiment.php HTTP/1.0" 200 19 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:29:53 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:32:19 +0000] "GET /experiment.php HTTP/1.0" 200 83 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:32:20 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:32:44 +0000] "GET /experiment.php HTTP/1.0" 200 29 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:32:44 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:34:59 +0000] "GET /experiment.php HTTP/1.0" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:35:00 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:35:20 +0000] "GET /experiment.php HTTP/1.0" 200 33 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:35:20 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:36:49 +0000] "GET /experiment.php HTTP/1.0" 200 106 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:36:49 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:37:07 +0000] "GET /experiment.php HTTP/1.0" 200 106 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:37:07 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:37:30 +0000] "GET /experiment.php HTTP/1.0" 200 33 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:37:31 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:39:47 +0000] "GET /experiment.php HTTP/1.0" 200 58 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:39:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:40:22 +0000] "GET /experiment.php HTTP/1.0" 200 68 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:40:23 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:42:42 +0000] "GET /experiment.php HTTP/1.0" 200 68 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127.0.0.1 - - [25/Aug/2019:18:42:43 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://braunstone-college.local/experiment.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
